#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_abbor;Abbor;;;;;;;;;;;;;x
b_abbor_adj;Abborian;;;;;;;;;;;;;x
b_adarthir;Adarthir;;;;;;;;;;;;;x
b_adarthir_adj;Adarthirran;;;;;;;;;;;;;x
b_aithelar;Aithelar;;;;;;;;;;;;;x
b_aithelar_adj;Aithelarran;;;;;;;;;;;;;x
b_ajhuutal;Ajhuutal;;;;;;;;;;;;;x
b_ajhuutal_adj;Ajhuutallan;;;;;;;;;;;;;x
b_alisiwhann;Alisiwhann;;;;;;;;;;;;;x
b_alisiwhann_adj;Alisiwhanni;;;;;;;;;;;;;x
b_allyns_anvil;Allyn’s Anvil;;;;;;;;;;;;;x
b_allyns_anvil_adj;Allyn’s Anvillian;;;;;;;;;;;;;x
b_almraiven;Almraiven;;;;;;;;;;;;;x
b_almraiven_adj;Almraivenian;;;;;;;;;;;;;x
b_aluianti;Aluianti;;;;;;;;;;;;;x
b_aluianti_adj;Aluiantian;;;;;;;;;;;;;x
b_amethyst_hall;Amethyst Hall;;;;;;;;;;;;;x
b_amethyst_hall_adj;Amethyst Hallian;;;;;;;;;;;;;x
b_arabel;Arabel;;;;;;;;;;;;;x
b_arabel_adj;Arabellan;;;;;;;;;;;;;x
b_archenbridge;Archenbridge;;;;;;;;;;;;;x
b_archenbridge_adj;Archenbridgen;;;;;;;;;;;;;x
b_archtassel;Archtassel;;;;;;;;;;;;;x
b_archtassel_adj;Archtassellian;;;;;;;;;;;;;x
b_arfinnsheim;Arfinnsheim;;;;;;;;;;;;;x
b_arfinnsheim_adj;Arfinnsheimian;;;;;;;;;;;;;x
b_arndthergom;Arndthergom;;;;;;;;;;;;;x
b_arndthergom_adj;Arndthergomian;;;;;;;;;;;;;x
b_arrowmark;Arrowmark;;;;;;;;;;;;;x
b_arrowmark_adj;Arrowmarkian;;;;;;;;;;;;;x
b_ashabenford;Ashabenford;;;;;;;;;;;;;x
b_ashabenford_adj;Ashabenfordian;;;;;;;;;;;;;x
b_asharfall;Asharfall;;;;;;;;;;;;;x
b_asharfall_adj;Asharfallian;;;;;;;;;;;;;x
b_aunkspear;Aunkspear;;;;;;;;;;;;;x
b_aunkspear_adj;Aunkspearian;;;;;;;;;;;;;x
b_barakmordin;Barakmordin;;;;;;;;;;;;;x
b_barakmordin_adj;Barakmordinian;;;;;;;;;;;;;x
b_barrets_quay;Barret’s Quay;;;;;;;;;;;;;x
b_barrets_quay_adj;Barret’s Quayan;;;;;;;;;;;;;x
b_barrowsmorn;Barrowsmorn;;;;;;;;;;;;;x
b_barrowsmorn_adj;Barrowsmornian;;;;;;;;;;;;;x
b_battlerise;Battlerise;;;;;;;;;;;;;x
b_battlerise_adj;Battleriser;;;;;;;;;;;;;x
b_besert;Besert;;;;;;;;;;;;;x
b_besert_adj;Besertian;;;;;;;;;;;;;x
b_black_skull_cove;Black Skull Cove;;;;;;;;;;;;;x
b_black_skull_cove_adj;Black Skull Covian;;;;;;;;;;;;;x
b_blackfeather_bridge;Blackfeather Bridge;;;;;;;;;;;;;x
b_blackfeather_bridge_adj;Blackfeather Bridgen;;;;;;;;;;;;;x
b_blackstone;Blackstone;;;;;;;;;;;;;x
b_blackstone_adj;Blackstoner;;;;;;;;;;;;;x
b_blackthorn_manor;Blackthorn Manor;;;;;;;;;;;;;x
b_blackthorn_manor_adj;Blackthornian;;;;;;;;;;;;;x
b_blustich;Blustich;;;;;;;;;;;;;x
b_blustich_adj;Blustichian;;;;;;;;;;;;;x
b_blythe;Blythe;;;;;;;;;;;;;x
b_blythe_adj;Blythen;;;;;;;;;;;;;x
b_bogbrook;Bogbrook;;;;;;;;;;;;;x
b_bogbrook_adj;Bogbrookian;;;;;;;;;;;;;x
b_borth;Borth;;;;;;;;;;;;;x
b_borth_adj;Borthan;;;;;;;;;;;;;x
b_bospir;Bospir;;;;;;;;;;;;;x
b_bospir_adj;Bospiran;;;;;;;;;;;;;x
b_bounty;Bounty;;;;;;;;;;;;;x
b_bounty_adj;Bountian;;;;;;;;;;;;;x
b_brannoch;Brannoch;;;;;;;;;;;;;x
b_brannoch_adj;Brannochian;;;;;;;;;;;;;x
b_bray;Bray;;;;;;;;;;;;;x
b_bray_adj;Brayan;;;;;;;;;;;;;x
b_bristar;Bristar;;;;;;;;;;;;;x
b_bristar_adj;Bristarran;;;;;;;;;;;;;x
b_brost;Brost;;;;;;;;;;;;;x
b_brost_adj;Brostian;;;;;;;;;;;;;x
b_bukhara_spires;Bukhara Spires;;;;;;;;;;;;;x
b_bukhara_spires_adj;Bukharan;;;;;;;;;;;;;x
b_caer_callidyrr;Caer Callidyrr;;;;;;;;;;;;;x
b_caer_callidyrr_adj;Caer Callidyrran;;;;;;;;;;;;;x
b_caer_corwell;Caer Corwell;;;;;;;;;;;;;x
b_caer_corwell_adj;Caer Corwellan;;;;;;;;;;;;;x
b_caer_moray;Caer Moray;;;;;;;;;;;;;x
b_caer_moray_adj;Caer Morayan;;;;;;;;;;;;;x
b_caer_westphal;Caer Westphal;;;;;;;;;;;;;x
b_caer_westphal_adj;Caer Westphallic;;;;;;;;;;;;;x
b_caftenor;Caftenor;;;;;;;;;;;;;x
b_caftenor_adj;Caftenoran;;;;;;;;;;;;;x
b_calimport;Calimport;;;;;;;;;;;;;x
b_calimport_adj;Calimportian;;;;;;;;;;;;;x
b_canaith;Canaith;;;;;;;;;;;;;x
b_canaith_adj;Canaithan;;;;;;;;;;;;;x
b_carcathen;Carcathen;;;;;;;;;;;;;x
b_carcathen_adj;Carcathenian;;;;;;;;;;;;;x
b_carlsmere;Carlsmere;;;;;;;;;;;;;x
b_carlsmere_adj;Carlsmeran;;;;;;;;;;;;;x
b_castle_crag;Castle Crag;;;;;;;;;;;;;x
b_castle_crag_adj;Castle Cragger;;;;;;;;;;;;;x
b_castle_morose;Castle Morose;;;;;;;;;;;;;x
b_castle_morose_adj;Castle Morosian;;;;;;;;;;;;;x
b_castle_of_skulls;Castle of Skulls;;;;;;;;;;;;;x
b_castle_of_skulls_adj;Castle of Skullsian;;;;;;;;;;;;;x
b_chandlers_cross;Chandler’s Cross;;;;;;;;;;;;;x
b_chandlers_cross_adj;Chandler’s Crossian;;;;;;;;;;;;;x
b_citadel_umbra;Citadel Umbra;;;;;;;;;;;;;x
b_citadel_umbra_adj;Citadel Umbrian;;;;;;;;;;;;;x
b_cobb;Cobb;;;;;;;;;;;;;x
b_cobb_adj;Cobbian;;;;;;;;;;;;;x
b_codfin;Codfin;;;;;;;;;;;;;x
b_codfin_adj;Codfinnian;;;;;;;;;;;;;x
b_codscove;Codscove;;;;;;;;;;;;;x
b_codscove_adj;Codscovian;;;;;;;;;;;;;x
b_colbertann;Colbertann;;;;;;;;;;;;;x
b_colbertann_adj;Colbertanni;;;;;;;;;;;;;x
b_collinwood;Collinwood;;;;;;;;;;;;;x
b_collinwood_adj;Collinwoodian;;;;;;;;;;;;;x
b_daerlun;Daerlun;;;;;;;;;;;;;x
b_daerlun_adj;Daerlunian;;;;;;;;;;;;;x
b_dagger_falls;Dagger Falls;;;;;;;;;;;;;x
b_dagger_falls_adj;Dagger Fallsian;;;;;;;;;;;;;x
b_dalabad;Dalabad;;;;;;;;;;;;;x
b_dalabad_adj;Dalabaddi;;;;;;;;;;;;;x
b_dalheim;Dalheim;;;;;;;;;;;;;x
b_dalheim_adj;Dalheimian;;;;;;;;;;;;;x
b_dallnothax;Dallnothax;;;;;;;;;;;;;x
b_dallnothax_adj;Dallnothaxan;;;;;;;;;;;;;x
b_daragadim;Daragadim;;;;;;;;;;;;;x
b_daragadim_adj;Daragadimmi;;;;;;;;;;;;;x
b_darkhorn_castle;Darkhorn Castle;;;;;;;;;;;;;x
b_darkhorn_castle_adj;Darkhorn Castalian;;;;;;;;;;;;;x
b_darromar;Darromar;;;;;;;;;;;;;x
b_darromar_adj;Darromarran;;;;;;;;;;;;;x
b_daryns_rest;Daryn’s Rest;;;;;;;;;;;;;x
b_daryns_rest_adj;Darynian;;;;;;;;;;;;;x
b_dashadjen;Dashadjen;;;;;;;;;;;;;x
b_dashadjen_adj;Dashadjenni;;;;;;;;;;;;;x
b_dawngleam;Dawngleam;;;;;;;;;;;;;x
b_dawngleam_adj;Dawngleaman;;;;;;;;;;;;;x
b_dead_oak;Dead Oak;;;;;;;;;;;;;x
b_dead_oak_adj;Dead Oakian;;;;;;;;;;;;;x
b_deepglen;Deepglen;;;;;;;;;;;;;x
b_deepglen_adj;Deepglenian;;;;;;;;;;;;;x
b_dennik;Dennik;;;;;;;;;;;;;x
b_dennik_adj;Dennikian;;;;;;;;;;;;;x
b_dennins_delve;Dennin’s Delve;;;;;;;;;;;;;x
b_dennins_delve_adj;Denninian;;;;;;;;;;;;;x
b_dhedluk;Dhedluk;;;;;;;;;;;;;x
b_dhedluk_adj;Dhedlukian;;;;;;;;;;;;;x
b_doncastle;Doncastle;;;;;;;;;;;;;x
b_doncastle;Doncastelian;;;;;;;;;;;;;x
b_dordrien;Dordrien;;;;;;;;;;;;;x
b_dordrien_adj;Dordriennian;;;;;;;;;;;;;x
b_dorset;Dorset;;;;;;;;;;;;;x
b_dorset_adj;Dorsettian;;;;;;;;;;;;;x
b_dreamers_rock;Dreamer’s Rock;;;;;;;;;;;;;x
b_dreamers_rock_adj;Dreamer’s Rocker;;;;;;;;;;;;;x
b_dultann;Dultann;;;;;;;;;;;;;x
b_dultann_adj;Dultannian;;;;;;;;;;;;;x
b_dynnatt;Dynnatt;;;;;;;;;;;;;x
b_dynnatt_adj;Dynnattan;;;;;;;;;;;;;x
b_dynnegall;Dynnegall;;;;;;;;;;;;;x
b_dynnegall_adj;Dynnegallan;;;;;;;;;;;;;x
b_eagle_peak;Eagle Peak;;;;;;;;;;;;;x
b_eagle_peak_adj;Eagle Peakian;;;;;;;;;;;;;x
b_elbencort;Elbencort;;;;;;;;;;;;;x
b_elbencort_adj;Elbencortan;;;;;;;;;;;;;x
b_elyssyrr;Elyssyrr;;;;;;;;;;;;;x
b_elyssyrr_adj;Elyssyrran;;;;;;;;;;;;;x
b_emmarask_mansion;Emmarask Mansion;;;;;;;;;;;;;x
b_emmarask_mansion_adj;Emmaraskian;;;;;;;;;;;;;x
b_espar;Espar;;;;;;;;;;;;;x
b_espar_adj;Esparran;;;;;;;;;;;;;x
b_essembra;Essembra;;;;;;;;;;;;;x
b_essembra_adj;Essembran;;;;;;;;;;;;;x
b_eveningstar;Eveningstar;;;;;;;;;;;;;x
b_eveningstar_adj;Eveningstarran;;;;;;;;;;;;;x
b_faeressar;Faeressar;;;;;;;;;;;;;x
b_faeressar_adj;Faeressari;;;;;;;;;;;;;x
b_farview;Farview;;;;;;;;;;;;;x
b_farview_adj;Farviewer;;;;;;;;;;;;;x
b_faerntarn;Faerntarn;;;;;;;;;;;;;x
b_faerntarn_adj;Faerntarni;;;;;;;;;;;;;x
b_feather_falls;Feather Falls;;;;;;;;;;;;;x
b_feather_falls_adj;Feather Fallsian;;;;;;;;;;;;;x
b_fenton;Fenton;;;;;;;;;;;;;x
b_fenton_adj;Fentonian;;;;;;;;;;;;;x
b_firefall_keep;Firefall Keep;;;;;;;;;;;;;x
b_firefall_keep_adj;Firefallian;;;;;;;;;;;;;x
b_flamsterd;Flamsterd;;;;;;;;;;;;;x
b_flamsterd;Flamsterdan;;;;;;;;;;;;;x
b_follebu;Follebu;;;;;;;;;;;;;x
b_follebu_adj;Follebian;;;;;;;;;;;;;x
b_fort_teqlar;Fort Teqlar;;;;;;;;;;;;;x
b_fort_teqlar_adj;Fort Teqlarri;;;;;;;;;;;;;x
b_fortress_faithful;Fortress Faithful;;;;;;;;;;;;;x
b_fortress_faithful_adj;Fortress Faithfullian;;;;;;;;;;;;;x
b_foyeri;Foyeri;;;;;;;;;;;;;x
b_foyeri_adj;Foyerian;;;;;;;;;;;;;x
b_freedale;Freedale;;;;;;;;;;;;;x
b_freedale_adj;Freedalen;;;;;;;;;;;;;x
b_ghars;Ghars;;;;;;;;;;;;;x
b_ghars_adj;Gharsian;;;;;;;;;;;;;x
b_gladehap;Gladehap;;;;;;;;;;;;;x
b_gladehap_adj;Gladehappian;;;;;;;;;;;;;x
b_glaun;Glaun;;;;;;;;;;;;;x
b_glaun_adj;Glaunian;;;;;;;;;;;;;x
b_glen;Glen;;;;;;;;;;;;;x
b_glen_adj;Glennian;;;;;;;;;;;;;x
b_gnarhelm;Gnarhelm;;;;;;;;;;;;;x
b_gnarhelm_adj;Gnarhelmer;;;;;;;;;;;;;x
b_grady;Grady;;;;;;;;;;;;;x
b_grady_adj;Gradyian;;;;;;;;;;;;;x
b_gray_oaks;Gray Oaks;;;;;;;;;;;;;x
b_gray_oaks_adj;Gray Oaksian;;;;;;;;;;;;;x
b_graystone;Graystone;;;;;;;;;;;;;x
b_graystone_adj;Graystoner;;;;;;;;;;;;;x
b_greatgaunt;Greatgaunt;;;;;;;;;;;;;x
b_greatgaunt_adj;Greatgauntian;;;;;;;;;;;;;x
b_greystaad;Greystaad;;;;;;;;;;;;;x
b_greystaad_adj;Greystaadian;;;;;;;;;;;;;x
b_griffon_hill;Griffon Hill;;;;;;;;;;;;;x
b_griffon_hill_adj;Griffon Hillian;;;;;;;;;;;;;x
b_grimstad;Grimstad;;;;;;;;;;;;;x
b_grimstad_adj;Grimstadian;;;;;;;;;;;;;x
b_gudbrandstad;Gudbrandstad;;;;;;;;;;;;;x
b_gudbrandstad_adj;Gudbrandstadian;;;;;;;;;;;;;x
b_gwarch;Gwarch;;;;;;;;;;;;;x
b_gwarch_adj;Gwarchan;;;;;;;;;;;;;x
b_halfcrag;Halfcrag;;;;;;;;;;;;;x
b_halfcrag_adj;Halfcraggian;;;;;;;;;;;;;x
b_halfhap;Halfhap;;;;;;;;;;;;;x
b_halfhap_adj;Halfhappian;;;;;;;;;;;;;x
b_hallow_creek;Hallow Creek;;;;;;;;;;;;;x
b_hallow_creek_adj;Hallow Creekian;;;;;;;;;;;;;x
b_hammerstaad;Hammerstaad;;;;;;;;;;;;;x
b_hammerstaad_adj;Hammerstaadian;;;;;;;;;;;;;x
b_hap;Hap;;;;;;;;;;;;;x
b_hap_adj;Happian;;;;;;;;;;;;;x
b_harloch;Harloch;;;;;;;;;;;;;x
b_harloch_adj;Harlochian;;;;;;;;;;;;;x
b_harrowdale;Harrowdale;;;;;;;;;;;;;x
b_harrowdale_adj;Harrowdalen;;;;;;;;;;;;;x
b_hickorydale;Hickorydale;;;;;;;;;;;;;x
b_hickorydale_adj;Hickorydaler;;;;;;;;;;;;;x
b_hidden_vale;Hidden Vale;;;;;;;;;;;;;x
b_hidden_vale_adj;Hidden Valen;;;;;;;;;;;;;x
b_high_dale;High Dale;;;;;;;;;;;;;x
b_high_dale_adj;High Dalen;;;;;;;;;;;;;x
b_high_horn;High Horn;;;;;;;;;;;;;x
b_high_horn_adj;High Horner;;;;;;;;;;;;;x
b_highcastle;Highcastle;;;;;;;;;;;;;x
b_highcastle_adj;Highcastilian;;;;;;;;;;;;;x
b_highhome;Highhome;;;;;;;;;;;;;x
b_highhome_adj;Highhomer;;;;;;;;;;;;;x
b_highmoon;Highmoon;;;;;;;;;;;;;x
b_highmoon_adj;Highmoonian;;;;;;;;;;;;;x
b_highpeak;Highpeak;;;;;;;;;;;;;x
b_highpeak_adj;Highpeakian;;;;;;;;;;;;;x
b_highport;Highport;;;;;;;;;;;;;x
b_highport_adj;Highportan;;;;;;;;;;;;;x
b_highrock;Highrock;;;;;;;;;;;;;x
b_highrock_adj;Highrocker;;;;;;;;;;;;;x
b_hillmarch;Hillmarch;;;;;;;;;;;;;x
b_hillmarch_adj;Hillmarchian;;;;;;;;;;;;;x
b_hilp;Hilp;;;;;;;;;;;;;x
b_hilp_adj;Hilpian;;;;;;;;;;;;;x
b_holldaybim;Holldaybim;;;;;;;;;;;;;x
b_holldaybim;Holldaybimian;;;;;;;;;;;;;x
b_holyhead;Holyhead;;;;;;;;;;;;;x
b_holyhead_adj;Holyheadian;;;;;;;;;;;;;x
b_honorguard_house;Honorguard House;;;;;;;;;;;;;x
b_honorguard_house_adj;Honorguardian;;;;;;;;;;;;;x
b_hook_isle;Hook Isle;;;;;;;;;;;;;x
b_hook_isle_adj;Hooker;;;;;;;;;;;;;x
b_hornshield_keep;Hornshield Keep;;;;;;;;;;;;;x
b_hornshield_keep_adj;Hornshield Keepian;;;;;;;;;;;;;x
b_horsa;Horsa;;;;;;;;;;;;;x
b_horsa_adj;Horsan;;;;;;;;;;;;;x
b_horst;Horst;;;;;;;;;;;;;x
b_horst_adj;Horstian;;;;;;;;;;;;;x
b_horstall;Horstall;;;;;;;;;;;;;x
b_horstall_adj;Horstallan;;;;;;;;;;;;;x
b_hostim;Hostim;;;;;;;;;;;;;x
b_hostim_adj;Hostimmi;;;;;;;;;;;;;x
b_huddagh;Huddagh;;;;;;;;;;;;;x
b_huddagh_adj;Huddaghian;;;;;;;;;;;;;x
b_hultail;Hultail;;;;;;;;;;;;;x
b_hultail_adj;Hultailan;;;;;;;;;;;;;x
b_iltarghal_keep;Iltarghal Keep;;;;;;;;;;;;;x
b_iltarghal_keep_adj;Iltarghal Keepian;;;;;;;;;;;;;x
b_ilthal_pass;Ilthal Pass;;;;;;;;;;;;;x
b_ilthal_pass_adj;Ilthallian;;;;;;;;;;;;;x
b_immersea;Immersea;;;;;;;;;;;;;x
b_immersea_adj;Immersean;;;;;;;;;;;;;x
b_ioma;Ioma;;;;;;;;;;;;;x
b_ioma_adj;Ioman;;;;;;;;;;;;;x
b_iron_keep;Iron Keep;;;;;;;;;;;;;x
b_iron_keep_adj;Iron Keeper;;;;;;;;;;;;;x
b_iskashyoll;Iskashyoll;;;;;;;;;;;;;x
b_iskashyoll_adj;Iskashyollan;;;;;;;;;;;;;x
b_jacaman;Jacaman;;;;;;;;;;;;;x
b_jacaman_adj;Jacamanian;;;;;;;;;;;;;x
b_junirill;Junirill;;;;;;;;;;;;;x
b_junirill_adj;Junirillian;;;;;;;;;;;;;x
b_kallamarn;Kallamarn;;;;;;;;;;;;;x
b_kallamarn_adj;Kallamarnian;;;;;;;;;;;;;x
b_keltar;Keltar;;;;;;;;;;;;;x
b_keltar_adj;Keltarran;;;;;;;;;;;;;x
b_khanall;Khanall;;;;;;;;;;;;;x
b_khannal_adj;Khanalli;;;;;;;;;;;;;x
b_kingsbay;Kingsbay;;;;;;;;;;;;;x
b_kingsbay_adj;Kingsbayan;;;;;;;;;;;;;x
b_kirgard;Kirgard;;;;;;;;;;;;;x
b_kirgard_adj;Kirgardian;;;;;;;;;;;;;x
b_kirinwood;Kirinwood;;;;;;;;;;;;;x
b_kirinwood_adj;Kirinwoodian;;;;;;;;;;;;;x
b_knightswood;Knightswood;;;;;;;;;;;;;x
b_knightswood_adj;Knightswoodian;;;;;;;;;;;;;x
b_koart;Koart;;;;;;;;;;;;;x
b_koart_adj;Koartan;;;;;;;;;;;;;x
b_kork;Kork;;;;;;;;;;;;;x
b_kork_adj;Korkian;;;;;;;;;;;;;x
b_krennasar;Krennasar;;;;;;;;;;;;;x
b_krennasar_adj;Krennasarran;;;;;;;;;;;;;x
b_kulta;Kulta;;;;;;;;;;;;;x
b_kulta_adj;Kultan;;;;;;;;;;;;;x
b_kythyss;Kythyss;;;;;;;;;;;;;x
b_kythyss_adj;Kythyssian;;;;;;;;;;;;;x
b_lanfroe;Lanfroe;;;;;;;;;;;;;x
b_lanfroe_adj;Lanfroen;;;;;;;;;;;;;x
b_lehigh;Lehigh;;;;;;;;;;;;;x
b_lehigh_adj;Lehighan;;;;;;;;;;;;;x
b_lerren;Lerren;;;;;;;;;;;;;x
b_lerren_adj;Lerrenian;;;;;;;;;;;;;x
b_lhestyns_hearth;Lhestyn’s Hearth;;;;;;;;;;;;;x
b_lhestyns_hearth_adj;Lhestyn’s Hearthian;;;;;;;;;;;;;x
b_lillemaren;Lillemaren;;;;;;;;;;;;;x
b_lillemaren_adj;Lillemarian;;;;;;;;;;;;;x
b_llandrain;Llandrain;;;;;;;;;;;;;x
b_llandrain_adj;Llandrainian;;;;;;;;;;;;;x
b_llanthorn;Llanthorn;;;;;;;;;;;;;x
b_llanthorn_adj;Llanthornian;;;;;;;;;;;;;x
b_llewellyn;Llewellyn;;;;;;;;;;;;;x
b_llewellyn_adj;Llewellynian;;;;;;;;;;;;;x
b_loranse;Loranse;;;;;;;;;;;;;x
b_loranse_adj;Loransan;;;;;;;;;;;;;x
b_lost_refuge;Lost Refuge;;;;;;;;;;;;;x
b_lost_refuge_adj;Lost Refuger;;;;;;;;;;;;;x
b_macsheehan;MacSheehan;;;;;;;;;;;;;x
b_macsheehan_adj;MacSheehan;;;;;;;;;;;;;x
b_magis_tor;Magis Tor;;;;;;;;;;;;;x
b_magis_tor_adj;Magis Torran;;;;;;;;;;;;;x
b_maliceprow_manor;Maliceprow Manor;;;;;;;;;;;;;x
b_maliceprow_manor_adj;Maliceprowian;;;;;;;;;;;;;x
b_manger;Manger;;;;;;;;;;;;;x
b_manger_adj;Mangeran;;;;;;;;;;;;;x
b_manshaka;Manshaka;;;;;;;;;;;;;x
b_manshaka_adj;Manshakan;;;;;;;;;;;;;x
b_marakir;Marakir;;;;;;;;;;;;;x
b_marakir_adj;Marakirran;;;;;;;;;;;;;x
b_maratimmir;Maratimmir;;;;;;;;;;;;;x
b_maratimmir_adj;Maratimmirran;;;;;;;;;;;;;x
b_marsember;Marsember;;;;;;;;;;;;;x
b_marsember_adj;Marsembian;;;;;;;;;;;;;x
